# file...... Meter_632_A_Power.real.csv
# date...... Thu May 13 04:58:53 2021
# user...... cjigau
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,meter_632_A:measured_power.real,xfmr_meter_632_A_1:measured_power.real,xfmr_meter_632_A_2:measured_power.real,xfmr_meter_632_A_3:measured_power.real,xfmr_meter_632_A_4:measured_power.real,xfmr_meter_632_A_5:measured_power.real,house_meter_632_A_1:measured_power.real,house_meter_632_A_2:measured_power.real,house_meter_632_A_3:measured_power.real,house_meter_632_A_4:measured_power.real,house_meter_632_A_5:measured_power.real,house_meter_632_A_6:measured_power.real,house_meter_632_A_7:measured_power.real,house_meter_632_A_8:measured_power.real,house_meter_632_A_9:measured_power.real,house_meter_632_A_10:measured_power.real,house_meter_632_A_11:measured_power.real,house_meter_632_A_12:measured_power.real,house_meter_632_A_13:measured_power.real,house_meter_632_A_14:measured_power.real,house_meter_632_A_15:measured_power.real,house_meter_632_A_16:measured_power.real,house_meter_632_A_17:measured_power.real,house_meter_632_A_18:measured_power.real,house_meter_632_A_19:measured_power.real
2021-01-06 08:00:00 UTC,1.0116e+05,1.1178e+04,1.2021e+04,9.9344e+03,3.9426e+04,2.8596e+04,1.2403e+03,0.0000e+00,2.6407e+03,1.4404e+03,1.4004e+03,1.6005e+03,1.4004e+03,1.4404e+03,3.4012e+03,1.5605e+03,1.3604e+03,1.4004e+03,8.0013e+02,8.8016e+02,1.3203e+03,1.2803e+03,2.3611e+03,1.0002e+03,1.0802e+03
2021-01-06 08:15:00 UTC,1.0731e+05,1.4113e+04,1.1540e+04,9.0117e+03,4.6237e+04,2.6403e+04,1.4004e+03,0.0000e+00,5.5640e+03,1.2403e+03,1.5205e+03,1.4004e+03,1.4004e+03,1.5605e+03,3.8417e+03,1.5605e+03,1.4404e+03,1.2803e+03,6.4008e+02,6.8009e+02,8.8016e+02,1.2003e+03,1.9207e+03,1.0002e+03,1.0402e+03
2021-01-06 08:30:00 UTC,1.1491e+05,1.4714e+04,1.2303e+04,8.9315e+03,4.4976e+04,3.3983e+04,2.8008e+03,0.0000e+00,5.0033e+03,1.2803e+03,1.2803e+03,1.4404e+03,1.4004e+03,1.4804e+03,3.8416e+03,1.6806e+03,1.2403e+03,1.5205e+03,9.2017e+02,7.6012e+02,1.0802e+03,1.2403e+03,1.7206e+03,1.1203e+03,9.6019e+02
2021-01-06 08:45:00 UTC,1.0055e+05,1.5518e+04,1.2343e+04,1.0015e+04,3.6352e+04,2.6323e+04,4.3623e+03,1.2035e+02,4.1220e+03,1.2803e+03,1.5205e+03,1.2803e+03,1.4004e+03,1.4004e+03,3.7215e+03,1.9608e+03,1.2403e+03,1.1203e+03,6.0007e+02,9.2017e+02,1.0802e+03,1.6806e+03,2.4012e+03,9.2017e+02,1.2003e+03
2021-01-06 09:00:00 UTC,1.3218e+05,1.5154e+04,1.4591e+04,1.1298e+04,4.9810e+04,4.1325e+04,4.6023e+03,1.5205e+03,2.3206e+03,1.1603e+03,1.2403e+03,1.2803e+03,1.4804e+03,1.5205e+03,3.6415e+03,1.6806e+03,1.2403e+03,1.2403e+03,1.2403e+03,8.0013e+02,2.0809e+03,2.6414e+03,2.1609e+03,1.0002e+03,1.5205e+03
2021-01-06 09:15:00 UTC,1.2606e+05,1.3587e+04,1.4350e+04,1.2061e+04,5.1003e+04,3.5054e+04,4.2420e+03,1.5205e+03,1.0802e+03,1.1203e+03,1.4004e+03,1.4004e+03,1.4804e+03,1.3204e+03,3.4413e+03,1.8407e+03,1.1203e+03,1.3204e+03,1.2003e+03,1.2803e+03,1.8407e+03,2.2811e+03,2.4412e+03,9.6019e+02,1.4804e+03
2021-01-06 09:30:00 UTC,1.2779e+05,1.3628e+04,1.3265e+04,1.2945e+04,5.6655e+04,3.1294e+04,4.0819e+03,1.4004e+03,1.7606e+03,1.0402e+03,1.4404e+03,1.2803e+03,1.3604e+03,1.2403e+03,3.3612e+03,1.8807e+03,1.2803e+03,1.0802e+03,1.1203e+03,1.0402e+03,1.5605e+03,1.9207e+03,2.6414e+03,1.0802e+03,1.6005e+03
2021-01-06 09:45:00 UTC,1.2797e+05,1.5839e+04,1.3025e+04,1.3467e+04,4.8415e+04,3.7224e+04,5.5632e+03,1.4404e+03,2.4412e+03,1.2403e+03,1.2803e+03,1.4004e+03,1.1603e+03,1.2803e+03,3.0010e+03,1.7606e+03,1.4404e+03,1.1603e+03,1.2403e+03,9.6019e+02,7.6012e+02,2.6815e+03,2.7616e+03,2.2811e+03,1.6005e+03
2021-01-06 10:00:00 UTC,1.3051e+05,1.7285e+04,1.2743e+04,1.4150e+04,4.6321e+04,4.0009e+04,5.4032e+03,1.5605e+03,2.8817e+03,1.3204e+03,1.4804e+03,1.6005e+03,1.4804e+03,1.5205e+03,2.1205e+03,1.5605e+03,1.1603e+03,1.4804e+03,1.8807e+03,1.1203e+03,1.0402e+03,2.3611e+03,3.1620e+03,2.2811e+03,1.5605e+03
2021-01-06 10:15:00 UTC,1.1945e+05,1.1820e+04,9.7737e+03,1.5636e+04,4.7247e+04,3.4973e+04,2.3209e+03,1.1603e+03,2.0008e+03,9.6019e+02,1.4004e+03,1.2403e+03,1.3604e+03,1.3604e+03,1.2403e+03,1.5605e+03,1.2803e+03,1.4004e+03,1.3604e+03,1.2803e+03,1.0002e+03,6.4008e+02,3.3222e+03,1.9207e+03,1.9608e+03
